Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.1158091516,47.7696967007,46.3121591792,46.2867270003,55.4230855657,60.5305390642,68.242261989,76.1580546243,89.1842452007,86.447729733,96.8481585959,111.8681120407,108.5560783553,106.1629003978,105.2251751028,100,101.4994408985,108.1369530676,112.1757131076,115.1955132374,121.7412561112,140.1260159508,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.3770594578,38.5992181582,37.3955957332,44.2440680738,49.2684118148,48.3617595611,80.4333585888,85.3960169636,94.0203415733,89.9534904566,98.8830871971,105.3241122768,105.8673030407,106.2174615006,106.9912725018,100,101.8744329527,103.1276239436,108.8455551618,105.9404578336,105.0733501856,124.0888044793,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.1667014721,71.358654091,70.8605628732,72.445012645,76.8926792204,80.7550342273,85.4477833231,91.2980857331,104.2264420057,94.773888608,105.1630029106,120.379147612,118.504414392,116.15353408,113.5265739174,100,97.7778190411,103.2283414513,109.1212137718,107.110862577,106.3864145463,125.5719405761,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.8082010789,65.0612642936,53.9079047004,49.2606715366,47.401778271,45.5428850055,27.4186756666,30.2070155649,28.8128456157,30.2070155649,40.8956518417,38.1073119434,33.4600787795,30.2070155649,28.8128456157,30.6717388812,35.7836953615,34.8542487287,25.559782401,29.2775689321,46.4723316383,45.6222486271,43.2955139469,53.0370045616,69.4254389932,93.0300882518,112.6594368688,128.3190986088,172.2042303144,110.2107074291,143.2739196532,189.8379435254,194.5838921008,186.8005364205,174.3861606575,100,78.5036239259,95.7673987416,120.8071030055,108.9015444831,77.7513429265,139.400494774,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.0458939274,77.6787055381,77.0082516088,78.3972309038,79.4698232222,86.1227121895,98.4918274253,102.0870091354,106.8029565694,104.3389970902,105.0691624301,108.5095373416,107.3046353263,104.7032347991,103.7451825184,100,98.0194511393,99.221773729,107.4227150312,106.6762113793,110.0042257935,114.5411817053,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.4727593317,31.7368260514,33.9255726757,35.0199459878,40.4918125484,44.8693057969,52.5299189817,26.2649594908,31.7368260514,26.2649594908,34.4727593317,49.2467990453,37.7558792681,23.5290262106,34.4727593317,54.7186656059,48.0862834627,48.7365954276,56.2461090309,71.0950817985,98.9643538788,117.569652399,133.794264458,175.5380749312,115.3285152242,144.3913010988,203.5917345236,206.0348353383,199.2356857938,186.8216040713,100,84.1183737845,107.9334698355,140.7855677348,127.5790570274,81.8956993988,132.6564124602,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,102.117636559,91.4243459598,91.2906966539,90.9452108873,93.0233625694,92.4469016793,102.045353652,113.9578021547,139.5821311694,137.4556466789,138.9041868852,159.8360723349,158.358407668,133.1182961587,129.1162854563,100,92.9281535177,97.1461158173,100.046578264,94.0933052123,87.0490361186,113.5913912079,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.9083690525,42.6677782959,36.726695242,39.4271875392,38.8870890798,43.2078767553,45.3682705931,44.8281721336,42.1276798364,41.0474829176,40.5073844581,50.2291567281,52.3895505658,52.9296490253,57.2504367008,58.8707320791,62.6514212952,58.8707320791,53.4697474847,49.1489598092,54.0098459441,51.4213117206,49.452120045,55.0738446621,63.4270287157,66.3808162264,73.1618230836,82.8172144984,104.7165316433,93.4730824091,101.095759856,119.739558463,122.6615848356,120.914721272,117.9291725693,100,95.1564236426,96.6174368559,102.191519766,95.9504525793,93.2666349039,116.6428457771,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.7238119592,55.3096289299,54.7636620753,57.6856458166,66.2619539534,69.7906148937,84.235380066,91.3442309918,106.8102723788,95.7734713899,115.6397144404,129.2099276491,121.7112737505,114.8300317715,111.9227831409,100,97.5043842175,109.5595855237,116.4146263202,114.2303974917,116.7984929758,147.1525447337,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.0425562815,41.2587871997,39.2210705206,46.3743122918,58.9757346664,85.7317642723,101.6256092783,111.8509098342,146.5975939637,95.8427122277,111.4687035651,149.9867560696,153.3246837092,160.6372061074,153.783684699,100,93.5559997479,104.7702833616,111.7285123628,108.2015671942,84.7101331536,112.737176135,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.3184382799,51.3381260577,52.3431793554,57.4768622832,67.5414081264,79.9939197918,91.1342139766,101.8622809841,127.6265832346,110.6942488399,135.2595611216,171.3177202501,158.4803667092,147.0001254146,132.2047144021,100,95.580409082,115.1871281063,121.8985054546,127.8372753405,122.8885997756,171.9518615245,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.4869450183,66.1874957562,69.3947549279,81.9245345378,91.031179167,94.1562374715,98.4874441882,111.0052935234,122.7122075797,113.3301134997,110.0865792987,120.8749718055,113.6190213995,117.5690289171,117.3992511997,100,100.8085245103,106.1061772808,114.2050936196,109.8184665562,112.4261512463,124.9965233763,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.1761574611,48.9389200395,48.8581038306,56.1859850394,71.2185556107,95.4075500327,114.1705131295,125.1971008352,169.4089852738,111.0441086738,140.4939214461,190.1461879767,192.878984816,186.7981314062,171.9831816142,100,83.0639076691,103.1377321759,132.0888001017,117.7865281842,85.7041697333,183.0241021545,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.6896062462,60.8008666117,58.4494596724,64.3613661624,70.5908165663,77.4620434989,84.0332248899,91.0540900276,110.7414303871,91.1898796693,106.3491020011,132.2344410526,135.0612533396,114.0475882905,112.3272737448,100,91.6488418743,98.9341673132,105.8430121854,100.1454973808,92.1472818587,116.3015357262,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.9900887476,50.0440244837,48.022441115,52.8646043491,62.5400900888,79.1849301203,97.051433862,104.01560106,127.0479824904,97.3322386224,118.2985291799,140.7415244799,134.7847657425,130.7972845619,126.5800576979,100,93.5310198294,107.8721723459,120.7288778441,116.4511929981,109.0688784133,152.0520840027,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.4615935903,66.1651549567,62.7280040499,60.1501408697,61.8687163232,73.8987444971,62.7280040499,65.30586723,69.6023058636,69.6023058636,69.6023058636,73.0394567704,72.1801690437,70.4615935903,68.7430181368,73.0394567704,78.1951831307,82.4916217642,85.0694849443,85.9287726711,85.9287726711,84.772693941,84.1134293638,84.307917781,85.4129665837,86.2599256626,86.1260613522,87.4345814372,90.6667884403,92.4282283449,95.0200018466,103.8580668988,106.0028216534,102.8510613391,101.8547987664,100,99.9586860476,99.3014423004,99.7489266955,100.1923646188,105.5734418492,106.6303432397,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.2949931869,47.5096804657,46.2000974811,51.476871415,59.6158552982,73.184854474,81.1914636036,86.538872762,100.7980371377,95.0743273038,100.5359788413,117.9682946602,116.1795653475,111.4381105055,109.2871250553,100,96.1743189997,99.0636616182,106.6735930503,104.6298405761,104.126520703,113.9514234725,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.9813205693,55.0504007416,54.0008089422,58.995373551,67.6977163873,81.0276491932,92.4525476742,107.9845756944,143.9434394249,106.230258273,122.5897180893,151.0305326531,151.6346548248,148.4503270597,138.5041551594,100,87.9999999909,101.1119999868,111.3243120339,108.4298798713,95.9387577462,116.7243414689,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.1753735465,65.2390773771,67.9967830722,80.6930336699,90.1814677108,94.9601926077,99.7039206583,111.6434916604,124.4240600074,110.0968935717,111.890133829,125.4110494247,118.6878509761,121.6485854304,120.4130708243,100,97.1601368507,103.7993369124,111.87148005,106.7663186529,107.1292570259,121.9300510658,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.6720012706,63.7430509818,58.6983446429,57.1456182671,62.9083877131,69.4503069227,80.9892437222,84.0792555342,94.9898664764,88.4962256401,100.8402048524,120.5625140265,118.3115665618,111.2474416756,111.4622657533,100,111.375645903,111.7271835617,112.1549597044,114.0667654055,113.7131957325,137.5727543281,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.465835276,23.9712297061,35.4574439403,32.9604408459,32.4610402271,30.9628383704,35.4574439403,40.950850748,46.9436581745,41.4502513669,53.4358662199,48.94126065,34.4586427026,41.9496519857,45.4454563179,64.4226798352,56.4322699332,54.9340680766,56.9316705521,55.9328693143,49.9400618878,43.5090842236,42.2703984705,50.0134380217,55.3933601338,58.6996472746,64.9232298246,70.8401122265,88.8682100854,87.0397473582,105.290284695,134.749841106,119.1621324894,115.7318073691,112.2468791834,100,103.7084044692,111.1492169986,117.8015538573,110.7946598385,115.7335881318,142.3704167834,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.5829961611,49.3325458991,49.105375535,49.5746864266,53.777376537,51.625955543,57.5354421528,63.4147932266,79.4407671002,73.2478124045,82.1964108268,85.6334945323,79.5606508628,97.19269837,104.9915488635,100,95.6366238568,105.498465142,123.4804354517,123.6657389818,116.691378405,167.7083216407,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.3092454674,55.705356012,55.3640934762,59.1639489041,73.8081981039,86.2421157949,97.2790448343,98.2505201624,130.9168818633,107.4522658964,122.0361752831,142.3757184977,126.2513151185,118.4542948873,116.3442229922,100,94.3309946243,107.9861410127,123.7082230524,117.306258123,110.9705268986,186.9380922936,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.7381877602,59.523424005,59.9283452568,56.6889752429,60.7381877602,57.4988177464,42.1118101804,41.7068889287,40.8970464252,41.7068889287,40.8970464252,37.6576764113,31.9887788871,31.9887788871,38.0625976631,40.8970464252,44.9462589426,44.5413376908,40.4921251735,38.8724401666,40.4921251735,38.2608567289,38.573753528,41.4308155629,52.3002218813,59.0418498646,70.4764604912,79.4956855226,98.4168532647,83.2608904041,96.0488441848,120.3685087892,134.5884381511,132.0372211956,130.1784253305,100,86.8014017702,101.9466283462,114.6513203969,116.2950772434,114.7271710151,169.8346154824,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.6741671746,60.5503637762,60.3311864539,65.3431072563,71.7448421438,77.85392287,85.7561901214,92.1737939571,102.2662208499,93.7275491538,101.863962936,117.045075838,112.5453866364,109.9237502659,108.9842945056,100,96.6220523307,101.0924517303,109.4309182868,107.3904415407,107.3556983237,136.8483564853,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.3939820921,54.0685019371,45.4175416272,43.9757149089,42.5338881905,38.2084080356,44.696628268,59.1148954513,64.8822023246,65.6031156837,75.695902712,72.8122492753,72.8122492753,72.0913359162,74.2540759937,78.5795561486,75.695902712,77.8586427895,72.8122492753,73.5331626345,72.0913359162,70.8764082286,68.9020768678,70.5466201981,76.1247809901,79.2158640532,88.9742511664,99.5561530373,93.4053525539,87.121963704,95.7140214995,105.2355673073,105.1468230891,102.5343198735,105.464681575,100,97.9148879451,95.4011375321,96.5206206741,96.6907474317,92.8252660149,97.3884961145,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.5214695213,65.3262084295,61.1309473377,56.3363632328,58.1343322721,53.9390711803,54.5383941935,55.1377172066,61.1309473377,60.5316243246,59.3329782984,60.5316243246,59.9323013115,57.535009259,63.5282393902,70.1207925344,70.1207925344,71.3194385607,67.1241774689,58.7336552853,59.9323013115,57.8201020083,55.166313137,57.7334476738,64.9582525074,72.8437965672,81.9443065785,90.5637044673,114.3187254682,98.8671751631,119.3464819448,147.1435664074,139.8609920015,135.4316920367,128.2971521531,100,93.2716523074,102.9020174417,108.3179130619,104.2523807702,97.2216455503,125.9087421875,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.5028311703,68.1897404442,65.5528282874,67.6604763672,73.3920299627,70.8514918825,75.3894807139,80.3830494082,91.5582914164,90.7552062666,97.4876307342,108.2466294935,111.8420531565,103.1445373289,103.3905116664,100,97.0943861084,98.3666776077,103.9619433828,99.3950925664,99.9674901655,110.8480752301,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.739777647,51.0305738853,46.4326473646,58.110477346,69.9749016913,99.9116243983,116.3376264363,124.9051753428,176.9246957925,112.8103052653,126.9486810644,162.2797058663,167.752339061,163.999836184,155.9228828129,100,76.0182874378,94.947683609,121.4472717235,96.1934505986,72.9832286489,176.2893661921,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.8957405415,53.2906259897,55.3270342091,65.1468795543,77.2281008477,82.5170449156,93.9357517154,110.012612667,124.9737515978,107.2342502679,112.9939882281,130.5132211014,124.6575203278,124.0339296155,121.4714739048,100,97.4918185502,105.1828817884,113.7461179032,109.0981017294,110.3030203285,132.4090817058,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.944867171,35.3219934071,35.8738995541,40.28914873,44.7043979059,44.1524917589,46.3601163469,60.7096761685,68.4363622263,73.4035175492,76.7149544311,71.1958929613,49.1196470818,48.5677409348,67.8844560793,81.682109754,77.8187667251,71.1958929613,67.3325499324,60.1577700215,55.1906146987,49.1368949547,47.8599511705,61.9019197773,62.4891253448,57.9941932288,62.0024154294,70.0049902636,83.2793462328,78.2456684478,104.5396488766,136.3032754169,134.2164040858,120.9068810433,111.630169276,100,106.9971981474,111.925014704,114.4437508842,119.3014336912,146.6702268918,156.383217488,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,308.5702463744,226.8123178478,237.3617279803,253.6254019345,267.2517233556,265.053929578,345.0536230825,240.8781980245,299.779071264,249.6693731348,193.4058524284,196.0432049615,125.7138040785,129.6698328781,181.5377660294,193.4058524284,118.6808639901,116.043511457,90.5491036369,57.582196973,43.9558755519,35.5582068196,36.215735795,39.8302039384,45.2075119434,59.2472679564,67.8008374276,73.9072299449,87.6699768213,85.4981747683,105.1000597134,134.3699660797,126.0616966797,107.3722933816,104.4993126083,100,101.9155257162,110.4227545298,106.0896179002,107.6355319775,121.6406058815,137.4912671763,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.4496679274,97.5204854436,59.0092109372,38.5112745064,36.0266761511,34.7843769735,45.9650695721,54.6611638155,57.7669117596,55.2823134043,63.3572580589,64.5995572365,70.1899035358,66.4630060029,70.1899035358,78.2648481904,77.0225490127,73.9168010687,73.2956514799,72.6745018911,62.1149588812,61.1044344239,60.2656768163,61.3089422238,62.265107011,75.8708375458,83.8440971554,88.4173173387,95.7100127863,94.9039902591,102.0263413329,115.4891355952,117.2357084202,102.4567509148,103.4629400772,100,98.2442767719,102.2751072709,106.6114805072,104.7210008014,104.7216479151,110.7181152945,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.9324617531,83.4489108145,84.0481355254,84.880792504,86.3727254612,86.7492493246,87.8200244648,88.9576920722,93.262671405,93.8677543833,99.0117012446,108.190141499,108.9540415561,105.026806736,102.3314340399,100,100.415899487,100.389316136,100.7370714212,101.7861189692,106.4894166844,109.7469833342,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.6653607284,52.0682125346,86.080512658,64.6653607284,51.6483075948,44.0900186785,43.6701137387,43.6701137387,44.0900186785,40.7307791601,43.6701137387,49.9686878356,44.9298285581,46.6094483172,41.9904939795,47.4492581968,42.8303038591,42.4103989193,38.2113495213,32.752585304,41.9904939795,39.9077938679,42.5332812866,46.6507148951,55.933730851,69.5141094302,80.8308946091,88.4660857979,111.7036607321,95.6735113424,117.7005651265,144.2754625987,138.1636973651,132.9406383456,131.0404245916,100,93.1082432008,100.7947488727,116.1699678249,108.3670511926,96.0065091027,163.8050387445,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.5065947622,78.8538526832,74.1836745391,82.1048143706,91.3971319922,101.6240031699,107.7247955877,114.3178243443,129.2582511579,105.4505029734,120.8984893656,133.739039201,130.1949205436,127.5476987433,123.8704463989,100,95.305909769,100.5629328768,105.1453061752,101.8325043749,94.7111025972,121.2441814928,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.682809429,81.7793467344,81.5946898593,80.6917066055,83.0258954185,78.5772490803,86.706554509,95.7583939854,109.7308712424,117.4829570879,130.9566182408,135.8716142903,141.3322916779,105.9377504347,103.8361518478,100,94.7968166854,93.4638123742,90.7363692298,84.1342157309,85.4882243539,100.4547037595,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,246.060143106,200.2815118305,245.3448519923,228.8931563777,213.8720429904,245.3448519923,261.796547607,275.3870787669,280.3941165626,300.4222677457,312.5822166782,253.9283453565,271.0953320848,254.6436364702,151.6417161002,176.676905079,155.2181716686,118.0230337572,100.8560470289,85.8349336416,71.529111368,68.5415851445,66.7454512619,74.2585872953,79.5842553087,81.2067765361,84.1748265128,92.19763157,95.9670769011,89.6876017347,101.7102128422,114.3699511262,107.6572439458,108.7017967205,113.7534475807,100,98.1654378749,102.6454763591,103.8894143859,99.6837452642,101.7593466895,107.3966739794,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.7195721584,46.611565171,35.8962628328,36.9677930667,39.6466186512,36.9677930667,39.6466186512,44.4685047034,48.7546256386,41.2539140019,55.7195721584,55.1838070415,53.5765116908,46.611565171,44.4685047034,60.5414582106,66.4348744966,60.0056930937,64.291814029,58.398397743,53.5765116908,45.4095598332,44.2864816552,56.6191910642,72.1768594511,99.2308578484,118.3490524899,130.8350728979,176.5380919234,115.6525081885,147.5960884892,201.256723447,200.7004474199,195.2321043916,178.8621712975,100,84.6631419555,104.9211503092,134.6378079001,122.5018624736,85.0178141232,136.7596917157,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.2270739935,62.3329542683,52.4388345432,51.4494225707,48.9758926394,45.0182447494,48.4811866531,51.4494225707,54.9123644745,61.3435422958,57.3858944058,55.901776447,53.4282465157,47.9864806669,54.4176584882,66.9645984493,56.3158943829,54.8595264122,46.5092233748,46.3634557924,49.4705986257,43.4992571027,43.1108264042,48.5481855506,63.4526063975,78.7842233514,107.4330331335,116.3858422375,111.9093641722,99.2684393248,126.9049711311,139.2980347245,130.8707514929,123.9306358845,119.075144517,100,97.6878612677,112.6011560763,115.6069364185,108.670520271,114.1040462474,147.1676301098,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.8896647048,74.8896647048,70.4407737322,64.5089191021,63.0259554446,64.5089191021,59.3185463008,63.7674372734,65.2504009309,69.6992919035,71.9237373897,72.6652192185,74.148182876,71.9237373897,74.148182876,77.8555920198,79.3385556773,80.0800375061,77.1141101911,74.8896647048,74.148182876,72.178065657,69.868367556,71.3356032717,77.8271431416,79.9284760251,83.285472053,87.533031134,94.5356736128,88.6744618103,90.8913233463,100.5258036726,102.7548544283,102.1422890772,102.4428422115,100,90.9749319475,91.6950956546,96.7485234355,95.3792365796,96.1058055034,106.3561044323,..
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.8960004416,63.1546670715,67.2556194787,63.9748575529,66.4354289972,64.7950480344,77.0979052561,62.33447659,64.7950480344,67.2556194787,63.9748575529,63.9748575529,59.0537146642,59.8739051457,72.9969528488,75.4575242932,79.5584767004,80.3786671819,69.716190923,72.1767623674,82.0190481448,73.5553338945,70.8641351146,72.8311219884,83.9443586878,98.6410778172,109.0888594573,122.497028009,149.1582744742,130.099203392,153.360753176,193.6925242447,186.453138058,172.8400038229,153.5035458782,100,87.3153601029,103.5786999731,119.3706188782,111.4206851096,89.4893623243,124.194143434,..
